Location,Day,Date,two-way,positive N E,negative S W
990404,Tue,3/17/2020,12919,6517,6402
990404,Wed,3/18/2020,11901,5956,5945
990404,Thu,3/19/2020,11383,5714,5669
990404,Fri,3/20/2020,12192,6154,6038
990404,Sat,3/21/2020,8813,4408,4405
990404,Sun,3/22/2020,5680,2927,2753
990404,Mon,3/23/2020,9886,5014,4872
990404,Tue,3/24/2020,10143,5118,5025
990404,Wed,3/25/2020,9815,4951,4864
990404,Thu,3/26/2020,9298,4721,4577
990404,Fri,3/27/2020,9838,5010,4828
990404,Sat,3/28/2020,6626,3332,3294
990404,Sun,3/29/2020,5423,2753,2670
990404,Mon,3/30/2020,9733,4947,4786
990404,Tue,3/31/2020,9765,4925,4840
990404,Wed,4/1/2020,10055,5134,4921
990404,Thu,4/2/2020,11058,5689,5369
990404,Fri,4/3/2020,11211,5653,5558
990404,Sat,4/4/2020,7560,3770,3790
990404,Sun,4/5/2020,6912,3506,3406
990404,Mon,4/6/2020,10051,5128,4923
990404,Tue,4/7/2020,10765,5493,5272
990404,Wed,4/8/2020,10648,5430,5218
990405,Wed,1/1/2020,32979,14193,18786
990405,Thu,1/2/2020,46948,21356,25592
990405,Fri,1/3/2020,49308,22071,27237
990405,Sat,1/4/2020,40106,17758,22348
990405,Sun,1/5/2020,37289,16785,20504
990405,Mon,1/6/2020,45059,19717,25342
990405,Tue,1/7/2020,45883,19983,25900
990405,Wed,1/8/2020,46651,20443,26208
990405,Thu,1/9/2020,47125,20657,26468
990405,Fri,1/10/2020,49414,22579,26835
990405,Sat,1/11/2020,32391,13827,18564
990405,Sun,1/12/2020,35832,16026,19806
990405,Mon,1/13/2020,45378,19815,25563
990405,Tue,1/14/2020,46655,20126,26529
990405,Wed,1/15/2020,45740,20111,25629
990405,Thu,1/16/2020,48090,21219,26871
990405,Fri,1/17/2020,48618,22974,25644
990405,Sat,1/18/2020,32318,13657,18661
990405,Sun,1/19/2020,32181,13693,18488
990405,Mon,1/20/2020,44586,20298,24288
990405,Tue,1/21/2020,46065,20046,26019
990405,Wed,1/22/2020,46650,20458,26192
990405,Thu,1/23/2020,45420,20221,25199
990405,Fri,1/24/2020,49119,22701,26418
990405,Sat,1/25/2020,34470,14682,19788
990405,Sun,1/26/2020,34411,14953,19458
990405,Mon,1/27/2020,44469,19242,25227
990405,Tue,1/28/2020,45776,19885,25891
990405,Wed,1/29/2020,45875,19781,26094
990405,Thu,1/30/2020,47619,20942,26677
990405,Fri,1/31/2020,50410,22779,27631
990405,Sat,2/1/2020,37802,16278,21524
990405,Sun,2/2/2020,33634,14574,19060
990405,Mon,2/3/2020,45517,19917,25600
990405,Tue,2/4/2020,45867,19893,25974
990405,Wed,2/5/2020,42320,18146,24174
990405,Sun,2/9/2020,32853,13958,18895
990405,Mon,2/10/2020,44757,19336,25421
990405,Tue,2/11/2020,47044,20501,26543
990405,Wed,2/12/2020,44578,19557,25021
990405,Thu,2/13/2020,41740,18835,22905
990405,Fri,2/14/2020,50371,23510,26861
990405,Sat,2/15/2020,39417,17114,22303
990405,Sun,2/16/2020,39239,17535,21704
990405,Mon,2/17/2020,47619,21637,25982
990405,Tue,2/18/2020,47273,20749,26524
990405,Wed,2/19/2020,46707,20621,26086
990405,Thu,2/20/2020,48998,21646,27352
990405,Fri,2/21/2020,52090,23842,28248
990405,Sat,2/22/2020,41865,18108,23757
990405,Sun,2/23/2020,39141,17525,21616
990405,Mon,2/24/2020,45832,20243,25589
990405,Tue,2/25/2020,42819,18431,24388
990405,Wed,2/26/2020,41216,17657,23559
990405,Thu,2/27/2020,49376,22227,27149
990405,Fri,2/28/2020,54570,25160,29410
990405,Sat,2/29/2020,42699,18754,23945
990405,Sun,3/1/2020,40655,18403,22252
990405,Mon,3/2/2020,46954,20531,26423
990405,Tue,3/3/2020,48199,21062,27137
990405,Wed,3/4/2020,48455,21347,27108
990405,Thu,3/5/2020,50407,22581,27826
990405,Fri,3/6/2020,54831,25304,29527
990405,Sat,3/7/2020,43170,18895,24275
990405,Sun,3/8/2020,40959,18539,22420
990405,Mon,3/9/2020,46379,20651,25728
990405,Tue,3/10/2020,47824,20987,26837
990405,Wed,3/11/2020,48447,21449,26998
990405,Thu,3/12/2020,50393,23013,27380
990405,Fri,3/13/2020,53166,24812,28354
990405,Sat,3/14/2020,37703,16277,21426
990405,Sun,3/15/2020,35915,15566,20349
990405,Mon,3/16/2020,43869,19273,24596
990405,Tue,3/17/2020,43604,18834,24770
990405,Wed,3/18/2020,41482,18423,23059
990405,Thu,3/19/2020,40385,17804,22581
990405,Fri,3/20/2020,42076,18835,23241
990405,Sat,3/21/2020,29818,12814,17004
990405,Sun,3/22/2020,21860,9055,12805
990405,Mon,3/23/2020,34161,14453,19708
990405,Tue,3/24/2020,35847,15034,20813
990405,Wed,3/25/2020,34366,14430,19936
990405,Thu,3/26/2020,34359,14309,20050
990405,Fri,3/27/2020,33650,14341,19309
990405,Sat,3/28/2020,21645,9074,12571
990405,Sun,3/29/2020,18583,7798,10785
990405,Mon,3/30/2020,32597,13541,19056
990405,Tue,3/31/2020,33747,14019,19728
990405,Wed,4/1/2020,33377,14022,19355
990405,Thu,4/2/2020,31601,13292,18309
990405,Fri,4/3/2020,33033,14233,18800
990405,Sat,4/4/2020,21378,8823,12555
990405,Sun,4/5/2020,18656,7685,10971
990405,Mon,4/6/2020,31490,13079,18411
990405,Tue,4/7/2020,33503,14211,19292
990405,Wed,4/8/2020,31930,13530,18400
990408,Wed,1/1/2020,2817,1397,1420
990408,Thu,1/2/2020,4649,2305,2344
990408,Fri,1/3/2020,5129,2595,2534
990408,Sat,1/4/2020,3948,1954,1994
990408,Sun,1/5/2020,3048,1530,1518
990408,Mon,1/6/2020,4766,2386,2380
990408,Tue,1/7/2020,4918,2510,2408
990408,Wed,1/8/2020,4983,2514,2469
990408,Thu,1/9/2020,5151,2592,2559
990408,Fri,1/10/2020,5302,2704,2598
990408,Sat,1/11/2020,3997,2009,1988
990408,Sun,1/12/2020,3223,1620,1603
990408,Mon,1/13/2020,4787,2396,2391
990408,Tue,1/14/2020,4894,2452,2442
990408,Wed,1/15/2020,4821,2428,2393
990408,Thu,1/16/2020,4962,2503,2459
990408,Fri,1/17/2020,5226,2625,2601
990408,Sat,1/18/2020,3670,1909,1761
990408,Sun,1/19/2020,2681,1352,1329
990408,Mon,1/20/2020,4321,2128,2193
990408,Tue,1/21/2020,4858,2448,2410
990408,Wed,1/22/2020,4885,2448,2437
990408,Thu,1/23/2020,4990,2530,2460
990408,Fri,1/24/2020,5244,2642,2602
990408,Sat,1/25/2020,3749,1897,1852
990408,Sun,1/26/2020,3096,1531,1565
990408,Mon,1/27/2020,4630,2299,2331
990408,Tue,1/28/2020,4928,2477,2451
990408,Wed,1/29/2020,4786,2393,2393
990408,Thu,1/30/2020,4920,2517,2403
990408,Fri,1/31/2020,5451,2751,2700
990408,Sat,2/1/2020,4324,2197,2127
990408,Sun,2/2/2020,3440,1711,1729
990408,Mon,2/3/2020,5005,2483,2522
990408,Tue,2/4/2020,4948,2504,2444
990408,Wed,2/5/2020,4743,2401,2342
990408,Sun,2/9/2020,2981,1505,1476
990408,Mon,2/10/2020,4750,2360,2390
990408,Tue,2/11/2020,5116,2582,2534
990408,Wed,2/12/2020,4705,2340,2365
990408,Thu,2/13/2020,4006,2044,1962
990408,Fri,2/14/2020,5114,2579,2535
990408,Sat,2/15/2020,4159,2185,1974
990408,Sun,2/16/2020,3263,1631,1632
990408,Mon,2/17/2020,4710,2333,2377
990408,Tue,2/18/2020,4902,2467,2435
990408,Wed,2/19/2020,5070,2560,2510
990408,Thu,2/20/2020,5043,2535,2508
990408,Fri,2/21/2020,5681,2902,2779
990408,Sat,2/22/2020,4858,2460,2398
990408,Sun,2/23/2020,3663,1839,1824
990408,Mon,2/24/2020,4672,2292,2380
990408,Tue,2/25/2020,4727,2409,2318
990408,Wed,2/26/2020,3898,1950,1948
990408,Thu,2/27/2020,4683,2384,2299
990408,Fri,2/28/2020,5655,2880,2775
990408,Sat,2/29/2020,4705,2397,2308
990408,Sun,3/1/2020,3642,1817,1825
990408,Mon,3/2/2020,5088,2550,2538
990408,Tue,3/3/2020,5271,2694,2577
990408,Wed,3/4/2020,5455,2766,2689
990408,Thu,3/5/2020,5394,2755,2639
990408,Fri,3/6/2020,5731,2908,2823
990408,Sat,3/7/2020,5305,2704,2601
990408,Sun,3/8/2020,3880,1957,1923
990408,Mon,3/9/2020,5017,2482,2535
990408,Tue,3/10/2020,4947,2505,2442
990408,Wed,3/11/2020,5057,2566,2491
990408,Thu,3/12/2020,5283,2681,2602
990408,Fri,3/13/2020,5898,3007,2891
990408,Sat,3/14/2020,3692,1846,1846
990408,Sun,3/15/2020,3311,1651,1660
990408,Mon,3/16/2020,4652,2311,2341
990408,Tue,3/17/2020,4620,2336,2284
990408,Wed,3/18/2020,4238,2149,2089
990408,Thu,3/19/2020,4324,2199,2125
990408,Fri,3/20/2020,4641,2356,2285
990408,Sat,3/21/2020,3275,1645,1630
990408,Sun,3/22/2020,2232,1133,1099
990408,Mon,3/23/2020,3917,1965,1952
990408,Tue,3/24/2020,3935,1968,1967
990408,Wed,3/25/2020,3446,1741,1705
990408,Thu,3/26/2020,3345,1687,1658
990408,Fri,3/27/2020,3541,1790,1751
990408,Sat,3/28/2020,2366,1192,1174
990408,Sun,3/29/2020,1908,946,962
990408,Mon,3/30/2020,3604,1815,1789
990408,Tue,3/31/2020,3520,1787,1733
990408,Wed,4/1/2020,3707,1881,1826
990408,Thu,4/2/2020,3958,2007,1951
990408,Fri,4/3/2020,4544,2317,2227
990408,Sat,4/4/2020,2895,1464,1431
990408,Sun,4/5/2020,2606,1312,1294
990408,Mon,4/6/2020,4111,2040,2071
990408,Tue,4/7/2020,4137,2074,2063
990408,Wed,4/8/2020,4291,2159,2132
990409,Thu,1/2/2020,1199,571,628
990409,Fri,1/3/2020,1265,632,633
990409,Sat,1/4/2020,1049,558,491
990409,Tue,1/7/2020,1568,902,666
990409,Wed,1/8/2020,1374,766,608
990409,Thu,1/9/2020,1330,677,653
990409,Fri,1/10/2020,1227,603,624
990409,Sat,1/11/2020,894,468,426
990409,Sun,1/12/2020,837,423,414
990409,Mon,1/13/2020,1234,591,643
990409,Tue,1/14/2020,1164,562,602
990409,Wed,1/15/2020,1148,547,601
990409,Thu,1/16/2020,1301,648,653
990409,Fri,1/17/2020,1476,792,684
990409,Sat,1/18/2020,823,447,376
990409,Mon,1/20/2020,1057,517,540
990409,Tue,1/21/2020,1318,714,604
990409,Wed,1/22/2020,1411,814,597
990409,Thu,1/23/2020,1236,616,620
990409,Fri,1/24/2020,1201,597,604
990409,Sat,1/25/2020,944,475,469
990409,Sun,1/26/2020,776,378,398
990409,Mon,1/27/2020,1098,542,556
990409,Tue,1/28/2020,1086,533,553
990409,Wed,1/29/2020,1137,561,576
990409,Thu,1/30/2020,1193,585,608
990409,Fri,1/31/2020,1369,679,690
990409,Sat,2/1/2020,1135,636,499
990409,Sun,2/2/2020,1055,580,475
990409,Mon,2/3/2020,1357,746,611
990409,Tue,2/4/2020,1178,608,570
990409,Wed,2/5/2020,1183,633,550
990409,Sun,2/9/2020,913,512,401
990409,Mon,2/10/2020,1113,557,556
990409,Tue,2/11/2020,1312,684,628
990409,Wed,2/12/2020,1193,598,595
990409,Thu,2/13/2020,1224,728,496
990409,Sun,2/16/2020,1015,545,470
990409,Mon,2/17/2020,1066,517,549
990409,Tue,2/18/2020,1197,583,614
990409,Wed,2/19/2020,1253,616,637
990409,Thu,2/20/2020,1302,668,634
990409,Fri,2/21/2020,1379,688,691
990409,Sat,2/22/2020,1179,622,557
990409,Sun,2/23/2020,1044,591,453
990409,Mon,2/24/2020,1179,601,578
990409,Tue,2/25/2020,1169,587,582
990409,Thu,2/27/2020,1306,722,584
990409,Fri,2/28/2020,1387,763,624
990409,Sat,2/29/2020,1200,697,503
990409,Sun,3/1/2020,1004,566,438
990409,Tue,3/3/2020,1383,735,648
990409,Wed,3/4/2020,1238,632,606
990409,Thu,3/5/2020,1364,722,642
990409,Fri,3/6/2020,1390,687,703
990409,Sat,3/7/2020,1271,725,546
990409,Sun,3/8/2020,951,489,462
990409,Mon,3/9/2020,1315,721,594
990409,Tue,3/10/2020,1201,582,619
990409,Thu,3/12/2020,1361,709,652
990409,Fri,3/13/2020,1437,756,681
990409,Sat,3/14/2020,1024,509,515
990409,Sun,3/15/2020,978,527,451
990409,Mon,3/16/2020,1132,569,563
990409,Tue,3/17/2020,1291,684,607
990409,Wed,3/18/2020,1064,541,523
990409,Thu,3/19/2020,1114,584,530
990409,Sat,3/21/2020,917,491,426
990409,Sun,3/22/2020,611,306,305
990409,Mon,3/23/2020,1022,495,527
990409,Tue,3/24/2020,1004,503,501
990409,Thu,3/26/2020,975,514,461
990409,Fri,3/27/2020,938,471,467
990409,Mon,3/30/2020,968,518,450
990409,Tue,3/31/2020,949,515,434
990409,Fri,4/3/2020,1232,687,545
990409,Sat,4/4/2020,870,499,371
990409,Sun,4/5/2020,824,481,343
990409,Mon,4/6/2020,1097,617,480
990409,Tue,4/7/2020,1048,526,522
990409,Wed,4/8/2020,1097,599,498
990431,Wed,1/1/2020,31347,14997,16350
990431,Thu,1/2/2020,36908,17702,19206
990431,Fri,1/3/2020,40688,20927,19761
990431,Sat,1/4/2020,36950,19258,17692
990431,Sun,1/5/2020,36933,18003,18930
990431,Mon,1/6/2020,31713,15220,16493
990431,Tue,1/7/2020,32985,16066,16919
990431,Wed,1/8/2020,34063,16634,17429
990431,Thu,1/9/2020,35440,17721,17719
990431,Fri,1/10/2020,39353,19457,19896
990431,Sat,1/11/2020,27660,13465,14195
990431,Mon,1/13/2020,31281,14520,16761
990431,Tue,1/14/2020,32962,16096,16866
990431,Wed,1/15/2020,33186,16513,16673
990431,Thu,1/16/2020,35898,18183,17715
990431,Fri,1/17/2020,42316,22344,19972
990431,Sat,1/18/2020,26613,13677,12936
990431,Sun,1/19/2020,29818,14812,15006
990431,Mon,1/20/2020,36572,17192,19380
990431,Tue,1/21/2020,32895,16014,16881
990431,Wed,1/22/2020,33256,16504,16752
990431,Thu,1/23/2020,33489,17075,16414
990431,Fri,1/24/2020,40153,20383,19770
990431,Sat,1/25/2020,27103,13592,13511
990431,Sun,1/26/2020,32771,16442,16329
990431,Mon,1/27/2020,30365,14534,15831
990431,Tue,1/28/2020,32194,15710,16484
990431,Wed,1/29/2020,32867,16218,16649
990431,Thu,1/30/2020,35572,17881,17691
990431,Fri,1/31/2020,40876,21228,19648
990431,Sat,2/1/2020,30484,15626,14858
990431,Sun,2/2/2020,30330,14726,15604
990431,Mon,2/3/2020,31580,14828,16752
990431,Tue,2/4/2020,32230,15971,16259
990431,Wed,2/5/2020,31796,15912,15884
990431,Thu,2/6/2020,31975,16297,15678
990431,Fri,2/7/2020,40286,20636,19650
990431,Sat,2/8/2020,30472,15199,15273
990431,Sun,2/9/2020,31485,15636,15849
990431,Mon,2/10/2020,31785,15550,16235
990431,Tue,2/11/2020,33353,16355,16998
990431,Wed,2/12/2020,32345,15963,16382
990431,Thu,2/13/2020,33499,17372,16127
990431,Fri,2/14/2020,43716,23120,20596
990431,Sat,2/15/2020,34391,17514,16877
990431,Mon,2/17/2020,38433,18439,19994
990431,Tue,2/18/2020,34339,16825,17514
990431,Wed,2/19/2020,34335,17370,16965
990431,Thu,2/20/2020,37759,19160,18599
990431,Fri,2/21/2020,44289,22545,21744
990431,Sat,2/22/2020,35203,17656,17547
990431,Mon,2/24/2020,32597,15745,16852
990431,Tue,2/25/2020,31724,15702,16022
990431,Thu,2/27/2020,38098,19449,18649
990431,Fri,2/28/2020,46646,23970,22676
990431,Sat,2/29/2020,36591,18914,17677
990431,Mon,3/2/2020,33703,16626,17077
990431,Tue,3/3/2020,33378,15645,17733
990431,Wed,3/4/2020,35192,17612,17580
990431,Thu,3/5/2020,38759,19526,19233
990431,Fri,3/6/2020,47930,24512,23418
990431,Sat,3/7/2020,37133,18996,18137
990431,Sun,3/8/2020,41385,20692,20693
990431,Mon,3/9/2020,33690,16200,17490
990431,Tue,3/10/2020,34859,17135,17724
990431,Wed,3/11/2020,36357,18425,17932
990431,Thu,3/12/2020,40503,21307,19196
990431,Fri,3/13/2020,48519,27204,21315
990431,Sat,3/14/2020,33151,17492,15659
990431,Sun,3/15/2020,35809,17543,18266
990431,Mon,3/16/2020,30475,12881,17594
990431,Tue,3/17/2020,35525,17840,17685
990431,Wed,3/18/2020,34208,17057,17151
990431,Wed,4/8/2020,25159,12672,12487
990502,Wed,1/1/2020,4762,2404,2358
990502,Thu,1/2/2020,6555,3355,3200
990502,Fri,1/3/2020,7187,3626,3561
990502,Sat,1/4/2020,5913,2962,2951
990502,Sun,1/5/2020,5362,2697,2665
990502,Mon,1/6/2020,6742,3412,3330
990502,Tue,1/7/2020,6762,3437,3325
990502,Wed,1/8/2020,6877,3446,3431
990502,Thu,1/9/2020,7045,3569,3476
990502,Fri,1/10/2020,7167,3612,3555
990502,Sat,1/11/2020,5543,2798,2745
990502,Sun,1/12/2020,5161,2589,2572
990502,Mon,1/13/2020,6637,3350,3287
990502,Tue,1/14/2020,6701,3386,3315
990502,Wed,1/15/2020,6591,3331,3260
990502,Thu,1/16/2020,6724,3415,3309
990502,Fri,1/17/2020,7248,3617,3631
990502,Sat,1/18/2020,5761,2887,2874
990502,Sun,1/19/2020,4563,2295,2268
990502,Mon,1/20/2020,5961,3030,2931
990502,Tue,1/21/2020,6655,3384,3271
990502,Wed,1/22/2020,6651,3351,3300
990502,Thu,1/23/2020,6909,3487,3422
990502,Fri,1/24/2020,7485,3750,3735
990502,Sat,1/25/2020,5761,2918,2843
990502,Sun,1/26/2020,5229,2628,2601
990502,Mon,1/27/2020,6584,3353,3231
990502,Tue,1/28/2020,6633,3369,3264
990502,Wed,1/29/2020,6772,3427,3345
990502,Thu,1/30/2020,6867,3490,3377
990502,Fri,1/31/2020,7629,3834,3795
990502,Sat,2/1/2020,6477,3243,3234
990502,Sun,2/2/2020,5704,2922,2782
990502,Mon,2/3/2020,7017,3539,3478
990502,Tue,2/4/2020,6681,3406,3275
990502,Wed,2/5/2020,6626,3326,3300
990502,Thu,2/6/2020,6378,3253,3125
990502,Fri,2/7/2020,7452,3733,3719
990502,Sat,2/8/2020,6192,3135,3057
990502,Sun,2/9/2020,4804,2416,2388
990502,Mon,2/10/2020,6558,3316,3242
990502,Tue,2/11/2020,6837,3449,3388
990502,Wed,2/12/2020,6176,3136,3040
990502,Thu,2/13/2020,6379,3208,3171
990502,Fri,2/14/2020,7224,3632,3592
990502,Sat,2/15/2020,6256,3135,3121
990502,Sun,2/16/2020,5644,2851,2793
990502,Mon,2/17/2020,6324,3227,3097
990502,Tue,2/18/2020,6687,3428,3259
990502,Wed,2/19/2020,6931,3475,3456
990502,Thu,2/20/2020,6965,3517,3448
990502,Fri,2/21/2020,7890,3967,3923
990502,Sat,2/22/2020,6743,3344,3399
990502,Sun,2/23/2020,5812,2944,2868
990502,Mon,2/24/2020,6510,3300,3210
990502,Tue,2/25/2020,6683,3365,3318
990502,Wed,2/26/2020,6319,3195,3124
990502,Thu,2/27/2020,6875,3488,3387
990502,Fri,2/28/2020,7560,3771,3789
990502,Sat,2/29/2020,7027,3546,3481
990502,Sun,3/1/2020,6189,3099,3090
990502,Mon,3/2/2020,6681,3439,3242
990502,Tue,3/3/2020,7260,3640,3620
990502,Wed,3/4/2020,6961,3521,3440
990502,Thu,3/5/2020,7341,3710,3631
990502,Fri,3/6/2020,7537,3763,3774
990502,Sat,3/7/2020,7629,3825,3804
990502,Sun,3/8/2020,6444,3252,3192
990502,Mon,3/9/2020,6994,3566,3428
990502,Tue,3/10/2020,6939,3497,3442
990502,Wed,3/11/2020,6933,3533,3400
990502,Thu,3/12/2020,7122,3626,3496
990502,Fri,3/13/2020,7771,3888,3883
990502,Sat,3/14/2020,5476,2745,2731
990502,Sun,3/15/2020,5227,2665,2562
990502,Mon,3/16/2020,6506,3296,3210
990502,Tue,3/17/2020,6255,3140,3115
990502,Wed,3/18/2020,5906,2977,2929
990502,Thu,3/19/2020,5764,2875,2889
990502,Fri,3/20/2020,6291,3121,3170
990502,Sat,3/21/2020,5041,2528,2513
990502,Sun,3/22/2020,3688,1906,1782
990502,Mon,3/23/2020,5512,2782,2730
990502,Tue,3/24/2020,5449,2742,2707
990502,Wed,3/25/2020,4846,2420,2426
990502,Thu,3/26/2020,5010,2556,2454
990502,Fri,3/27/2020,5115,2542,2573
990502,Sat,3/28/2020,4122,2088,2034
990502,Mon,3/30/2020,5121,2614,2507
990502,Tue,3/31/2020,5024,2771,2253
990502,Wed,4/1/2020,4986,2502,2484
990502,Thu,4/2/2020,5365,2672,2693
990502,Fri,4/3/2020,6233,3075,3158
990502,Sat,4/4/2020,4774,2399,2375
990502,Sun,4/5/2020,3809,1978,1831
990502,Mon,4/6/2020,5274,2676,2598
990502,Tue,4/7/2020,5572,2825,2747
990502,Wed,4/8/2020,5791,2922,2869
990505,Wed,1/1/2020,2556,1326,1230
990505,Thu,1/2/2020,4256,2123,2133
990505,Fri,1/3/2020,4828,2386,2442
990505,Sat,1/4/2020,3900,1905,1995
990505,Sun,1/5/2020,2973,1545,1428
990505,Mon,1/6/2020,4527,2290,2237
990505,Tue,1/7/2020,4629,2318,2311
990505,Wed,1/8/2020,4589,2282,2307
990505,Thu,1/9/2020,4881,2423,2458
990505,Fri,1/10/2020,5051,2495,2556
990505,Sat,1/11/2020,3039,1494,1545
990505,Sun,1/12/2020,2933,1504,1429
990505,Mon,1/13/2020,4531,2267,2264
990505,Tue,1/14/2020,4618,2301,2317
990505,Wed,1/15/2020,4483,2250,2233
990505,Thu,1/16/2020,4653,2320,2333
990505,Fri,1/17/2020,5019,2472,2547
990505,Sat,1/18/2020,3640,1808,1832
990505,Sun,1/19/2020,2602,1319,1283
990505,Mon,1/20/2020,4074,2083,1991
990505,Tue,1/21/2020,4501,2265,2236
990505,Wed,1/22/2020,4631,2333,2298
990505,Thu,1/23/2020,4667,2349,2318
990505,Fri,1/24/2020,5097,2488,2609
990505,Sat,1/25/2020,3486,1736,1750
990505,Sun,1/26/2020,2930,1525,1405
990505,Mon,1/27/2020,4382,2223,2159
990505,Thu,2/27/2020,4771,2374,2397
990505,Fri,2/28/2020,5396,2718,2678
990505,Sat,2/29/2020,3835,1949,1886
990505,Sun,3/1/2020,3413,1639,1774
990505,Mon,3/2/2020,4476,2204,2272
990505,Tue,3/3/2020,4778,2336,2442
990505,Wed,3/4/2020,4847,2406,2441
990505,Thu,3/5/2020,4945,2458,2487
990505,Fri,3/6/2020,5121,2628,2493
990505,Sat,3/7/2020,4380,2213,2167
990505,Sun,3/8/2020,3504,1627,1877
990505,Mon,3/9/2020,4832,2368,2464
990505,Tue,3/10/2020,4580,2289,2291
990505,Wed,3/11/2020,4617,2272,2345
990505,Thu,3/12/2020,4786,2428,2358
990505,Fri,3/13/2020,5297,2670,2627
990505,Sat,3/14/2020,3362,1687,1675
990505,Sun,3/15/2020,2851,1365,1486
990505,Mon,3/16/2020,4265,2103,2162
990505,Tue,3/17/2020,4121,2060,2061
990505,Wed,3/18/2020,3703,1854,1849
990505,Thu,3/19/2020,3798,1902,1896
990505,Fri,3/20/2020,4038,2032,2006
990505,Sat,3/21/2020,2781,1418,1363
990505,Sun,3/22/2020,2013,937,1076
990505,Mon,3/23/2020,3484,1726,1758
990505,Tue,3/24/2020,3117,1534,1583
990505,Wed,3/25/2020,3034,1498,1536
990505,Thu,3/26/2020,3231,1607,1624
990505,Fri,3/27/2020,3117,1573,1544
990505,Sat,3/28/2020,2267,1142,1125
990505,Sun,3/29/2020,1851,877,974
990505,Mon,3/30/2020,3120,1537,1583
990505,Tue,3/31/2020,2901,1449,1452
990505,Wed,4/1/2020,3070,1520,1550
990505,Thu,4/2/2020,3021,1516,1505
990505,Fri,4/3/2020,3533,1812,1721
990505,Sat,4/4/2020,2646,1336,1310
990505,Sun,4/5/2020,1935,887,1048
990505,Mon,4/6/2020,3109,1540,1569
990505,Tue,4/7/2020,3214,1618,1596
990505,Wed,4/8/2020,3293,1657,1636
990506,Wed,1/1/2020,6975,3415,3560
990506,Thu,1/2/2020,10970,5615,5355
990506,Fri,1/3/2020,11421,5829,5592
990506,Sat,1/4/2020,8842,4408,4434
990506,Sun,1/5/2020,7639,3723,3916
990506,Mon,1/6/2020,11078,5642,5436
990506,Tue,1/7/2020,11199,5679,5520
990506,Wed,1/8/2020,11716,5946,5770
990506,Thu,1/9/2020,11616,5865,5751
990506,Fri,1/10/2020,11563,5828,5735
990506,Sat,1/11/2020,8594,4325,4269
990506,Sun,1/12/2020,7556,3758,3798
990506,Mon,1/13/2020,11131,5684,5447
990506,Tue,1/14/2020,11416,5748,5668
990506,Wed,1/15/2020,11534,5833,5701
990506,Thu,1/16/2020,11709,5910,5799
990506,Fri,1/17/2020,11933,6047,5886
990506,Sat,1/18/2020,8664,4364,4300
990506,Sun,1/19/2020,7159,3511,3648
990506,Mon,1/20/2020,10399,5302,5097
990506,Tue,1/21/2020,11099,5608,5491
990506,Wed,1/22/2020,11335,5755,5580
990506,Thu,1/23/2020,11318,5716,5602
990506,Fri,1/24/2020,11630,5945,5685
990506,Sat,1/25/2020,8572,4293,4279
990506,Sun,1/26/2020,7603,3775,3828
990506,Mon,1/27/2020,10832,5529,5303
990506,Tue,1/28/2020,11068,5588,5480
990506,Wed,1/29/2020,11103,5621,5482
990506,Thu,1/30/2020,11332,5731,5601
990506,Fri,1/31/2020,11485,5844,5641
990506,Sat,2/1/2020,9591,4821,4770
990506,Sun,2/2/2020,7970,3957,4013
990506,Mon,2/3/2020,11344,5790,5554
990506,Tue,2/4/2020,10933,5509,5424
990506,Wed,2/5/2020,11423,5739,5684
990506,Thu,2/6/2020,11244,5692,5552
990506,Fri,2/7/2020,11167,5663,5504
990506,Sat,2/8/2020,8457,4253,4204
990506,Sun,2/9/2020,7528,3747,3781
990506,Mon,2/10/2020,10873,5529,5344
990506,Tue,2/11/2020,11341,5752,5589
990506,Wed,2/12/2020,11291,5704,5587
990506,Thu,2/13/2020,11334,5732,5602
990506,Fri,2/14/2020,12289,6239,6050
990506,Sat,2/15/2020,10042,4960,5082
990506,Sun,2/16/2020,7934,3989,3945
990506,Mon,2/17/2020,11110,5647,5463
990506,Tue,2/18/2020,11309,5696,5613
990506,Wed,2/19/2020,11484,5824,5660
990506,Thu,2/20/2020,11666,5922,5744
990506,Fri,2/21/2020,12246,6190,6056
990506,Sat,2/22/2020,10023,5002,5021
990506,Sun,2/23/2020,8128,4080,4048
990506,Mon,2/24/2020,11188,5700,5488
990506,Tue,2/25/2020,11250,5664,5586
990506,Wed,2/26/2020,11558,5825,5733
990506,Thu,2/27/2020,11564,5850,5714
990506,Fri,2/28/2020,12362,6271,6091
990506,Sat,2/29/2020,9879,5013,4866
990506,Sun,3/1/2020,8591,4277,4314
990506,Mon,3/2/2020,11032,5623,5409
990506,Tue,3/3/2020,11789,5996,5793
990506,Wed,3/4/2020,11884,6025,5859
990506,Thu,3/5/2020,12468,6291,6177
990506,Fri,3/6/2020,12281,6235,6046
990506,Sat,3/7/2020,10080,5039,5041
990506,Sun,3/8/2020,8641,4369,4272
990506,Mon,3/9/2020,11858,5910,5948
990506,Tue,3/10/2020,11682,5928,5754
990506,Wed,3/11/2020,11785,5937,5848
990506,Thu,3/12/2020,11528,5824,5704
990506,Fri,3/13/2020,12253,6183,6070
990506,Sat,3/14/2020,8083,4076,4007
990506,Sun,3/15/2020,7185,3654,3531
990506,Mon,3/16/2020,10237,5182,5055
990506,Tue,3/17/2020,10085,5098,4987
990506,Wed,3/18/2020,9609,4895,4714
